TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,PLAYERS
San Antonio Spurs ,1.3,1.7,80.0,0.0,0.0,0.0,1.3,2.0,66.7,1.3,1.7,80.0,2.400,0.80,Mamadi Diakite
San Antonio Spurs ,1.6,3.1,51.5,0.1,0.7,13.6,0.5,1.0,53.1,1.5,2.4,62.3,1.232,0.53,Blake Wesley
San Antonio Spurs ,1.1,2.8,39.3,0.7,2.0,35.0,0.6,0.8,75.0,0.4,0.8,50.0,1.250,0.52,Devonte' Graham
San Antonio Spurs ,1.5,2.1,72.5,0.0,0.1,0.0,0.3,0.3,83.3,1.5,2.1,74.4,1.575,0.73,Charles Bassey
San Antonio Spurs ,0.9,2.2,41.9,0.3,1.2,24.2,0.4,0.6,75.0,0.6,1.0,62.1,1.161,0.48,Sandro Mamukelashvili
San Antonio Spurs ,0.2,1.2,16.7,0.0,0.8,0.0,0.8,0.8,100.0,0.2,0.4,50.0,1.000,0.17,Sidy Cissoko
Toronto Raptors ,8.3,16.0,52.2,1.2,3.7,31.7,4.3,5.7,75.8,7.2,12.3,58.4,1.388,0.56,Pascal Siakam PF
Toronto Raptors ,8.0,14.6,54.8,1.5,3.9,37.9,3.4,5.1,65.5,6.5,10.7,61.0,1.427,0.60,RJ Barrett SG
Toronto Raptors ,7.5,15.7,47.6,1.8,5.1,35.8,3.4,4.3,77.7,5.6,10.6,53.3,1.282,0.53,Scottie Barnes
Toronto Raptors ,5.7,13.9,41.0,2.8,6.3,43.9,2.6,3.2,81.0,2.9,7.6,38.7,1.207,0.51,Immanuel Quickley SG
Toronto Raptors ,5.8,11.9,48.9,2.3,6.0,37.4,1.2,1.7,71.7,3.6,5.9,60.8,1.271,0.58,OG Anunoby SF
Toronto Raptors ,4.8,11.0,44.2,1.5,4.3,35.0,2.5,2.9,85.2,3.3,6.6,50.1,1.249,0.51,Dennis Schroder PG
Toronto Raptors ,4.3,10.3,41.9,2.4,5.8,41.9,0.6,0.9,66.7,1.9,4.5,41.9,1.136,0.54,Gary Trent Jr.
Toronto Raptors ,4.0,10.0,40.0,1.0,2.0,50.0,2.0,2.0,100.0,3.0,8.0,37.5,1.100,0.45,Kelly Olynyk PF
Toronto Raptors ,4.8,7.0,68.8,0.0,0.0,0.0,1.2,2.2,53.8,4.8,7.0,68.8,1.542,0.69,Jakob Poeltl
Toronto Raptors ,3.7,8.3,44.4,0.6,2.0,29.2,1.3,1.3,100.0,3.1,6.3,49.3,1.111,0.48,Bruce Brown SF
Toronto Raptors ,3.0,9.0,33.3,0.0,5.0,0.0,2.0,3.0,66.7,3.0,4.0,75.0,0.889,0.33,Ochai Agbaji G
Toronto Raptors ,3.1,6.8,45.9,0.5,1.9,27.7,1.0,1.7,57.1,2.6,4.9,52.8,1.135,0.50,Precious Achiuwa PF
Toronto Raptors ,2.4,5.3,45.2,1.1,2.6,42.9,1.5,1.6,92.3,1.3,2.6,47.6,1.405,0.56,Jordan Nwora SF
Toronto Raptors ,2.1,4.4,48.5,0.6,2.0,33.0,1.3,1.8,75.9,1.5,2.4,60.9,1.419,0.56,Chris Boucher
Toronto Raptors ,1.8,4.4,40.9,0.9,2.6,35.0,0.5,0.7,77.3,0.9,1.8,49.1,1.146,0.51,Malachi Flynn PG
Toronto Raptors ,1.7,4.4,38.0,0.9,2.8,33.7,0.7,0.8,92.0,0.8,1.7,45.3,1.134,0.49,Gradey Dick
Toronto Raptors ,2.3,3.8,62.1,0.0,0.3,16.7,0.2,0.5,41.7,2.3,3.5,65.4,1.310,0.63,Thaddeus Young
Toronto Raptors ,1.6,4.3,36.8,0.8,2.3,33.3,0.7,0.8,91.7,0.8,2.0,40.6,1.074,0.46,Jontay Porter
Toronto Raptors ,1.1,3.3,33.7,0.3,1.6,21.2,0.4,0.6,70.0,0.8,1.6,46.2,0.913,0.39,Jalen McDaniels
Toronto Raptors ,0.9,2.2,42.4,0.5,1.5,34.8,0.2,0.2,100.0,0.4,0.7,60.0,1.182,0.55,Otto Porter Jr.
Toronto Raptors ,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,2.000,0.00,Markquis Nowell
Toronto Raptors ,0.5,1.3,38.1,0.1,0.6,22.2,0.3,0.4,83.3,0.4,0.8,50.0,1.095,0.43,Garrett Temple
Toronto Raptors ,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,33.3,0.667,0.33,Javon Freeman-Liberty
Toronto Raptors ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.00,Kira Lewis Jr. PG
Toronto Raptors ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.00,Ron Harper Jr.
Utah Jazz ,8.0,16.0,50.1,3.3,8.0,40.6,4.4,5.0,88.4,4.8,8.0,59.8,1.483,0.60,Lauri Markkanen
Utah Jazz ,5.9,12.3,48.2,1.5,4.0,38.7,4.1,4.7,87.1,4.4,8.3,52.7,1.420,0.54,Collin Sexton
Utah Jazz ,6.2,14.9,41.5,1.6,5.6,29.0,3.3,3.7,87.5,4.6,9.3,49.0,1.158,0.47,Jordan Clarkson
Utah Jazz ,5.7,10.9,52.2,1.2,3.5,34.3,1.8,2.3,78.1,4.5,7.4,60.8,1.322,0.58,John Collins
Utah Jazz ,3.6,9.3,38.6,1.7,5.2,33.3,2.4,3.0,82.1,1.9,4.1,45.3,1.223,0.48,Keyonte George
Utah Jazz ,3.9,9.5,40.6,1.2,3.5,32.8,1.7,2.2,77.0,2.7,6.0,45.2,1.114,0.47,Talen Horton-Tucker
Utah Jazz ,3.2,7.2,45.0,1.8,4.7,39.1,0.6,0.8,80.0,1.4,2.5,56.0,1.243,0.58,Simone Fontecchio F
Utah Jazz ,3.7,5.6,66.1,0.1,0.4,25.0,0.9,1.6,54.2,3.6,5.3,68.9,1.492,0.67,Walker Kessler
Utah Jazz ,2.9,5.2,56.2,0.7,1.7,42.9,1.6,1.9,84.2,2.2,3.5,62.6,1.574,0.63,Kelly Olynyk PF
Utah Jazz ,2.1,4.9,42.6,0.9,2.8,33.1,0.3,0.4,75.0,1.2,2.1,55.1,1.100,0.52,Ochai Agbaji G
Utah Jazz ,2.2,4.6,47.3,0.6,1.5,42.0,0.3,0.4,65.0,1.5,3.1,50.0,1.150,0.54,Kris Dunn
Utah Jazz ,1.7,4.5,38.1,0.9,2.6,35.1,0.4,0.6,75.0,0.8,1.9,42.3,1.063,0.48,Taylor Hendricks
Utah Jazz ,1.4,2.9,48.1,0.1,0.5,20.0,0.2,0.4,54.5,1.3,2.4,54.5,1.074,0.50,Omer Yurtseven
Utah Jazz ,0.9,2.5,36.7,0.2,1.0,21.7,0.7,0.9,81.0,0.7,1.5,45.9,1.100,0.41,Luka Samanic
Utah Jazz ,0.5,1.5,33.3,0.3,0.5,50.0,0.0,0.0,0.0,0.3,1.0,25.0,0.833,0.42,Brice Sensabaugh
Utah Jazz ,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.00,Micah Potter
Utah Jazz ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.00,Jason Preston
Utah Jazz ,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.00,Johnny Juzang
Washington Wizards ,8.5,18.8,45.6,2.3,6.8,33.2,2.5,3.1,80.1,6.3,11.9,52.6,1.163,0.52,Kyle Kuzma
Washington Wizards ,5.7,14.1,40.4,1.9,6.3,30.0,2.6,3.0,85.9,3.8,7.7,49.0,1.125,0.47,Jordan Poole
Washington Wizards ,5.3,9.3,57.1,0.1,0.4,25.0,3.2,4.9,65.9,5.2,8.9,58.7,1.500,0.58,Marvin Bagley III PF
Washington Wizards ,4.8,9.4,51.5,1.1,2.7,39.3,2.3,3.0,74.7,3.8,6.7,56.5,1.386,0.57,Deni Avdija
Washington Wizards ,5.2,10.5,49.8,1.6,3.8,42.1,0.5,0.7,76.5,3.6,6.7,54.2,1.196,0.57,Tyus Jones
Washington Wizards ,4.3,8.8,48.9,2.0,5.5,36.2,1.4,1.8,77.8,2.3,3.4,69.6,1.358,0.60,Corey Kispert
Washington Wizards ,4.5,6.5,69.0,0.0,0.0,0.0,1.9,2.6,70.6,4.5,6.5,69.0,1.667,0.69,Daniel Gafford C
Washington Wizards ,3.0,6.7,45.3,1.0,2.7,37.1,1.4,2.0,70.6,2.0,3.9,51.0,1.271,0.53,Bilal Coulibaly
Washington Wizards ,2.7,6.1,44.9,1.2,3.4,36.4,0.9,1.1,79.5,1.5,2.7,55.2,1.243,0.55,Landry Shamet
Washington Wizards ,2.2,5.0,43.5,0.8,2.5,31.3,1.8,2.2,83.9,1.4,2.6,55.2,1.382,0.51,Danilo Gallinari PF
Washington Wizards ,1.8,3.5,50.6,0.3,1.0,27.3,1.0,1.3,75.9,1.5,2.6,59.3,1.358,0.54,Eugene Omoruyi
Washington Wizards ,1.6,2.9,56.0,0.6,1.4,41.7,0.7,0.9,80.0,1.1,1.5,69.2,1.560,0.66,Jared Butler
Washington Wizards ,1.5,3.8,39.5,0.5,1.2,37.8,0.8,0.9,82.8,1.1,2.6,40.2,1.109,0.45,Delon Wright
Washington Wizards ,1.3,2.5,52.0,0.2,0.3,66.7,1.3,1.7,76.5,1.1,2.2,50.0,1.640,0.56,Ryan Rollins
Washington Wizards ,1.4,3.8,36.7,0.6,2.1,27.5,0.6,0.8,75.0,0.8,1.6,48.7,1.056,0.44,Mike Muscala C
Washington Wizards ,0.9,2.4,39.0,0.6,1.3,45.5,0.5,0.7,66.7,0.4,1.1,31.6,1.220,0.51,Patrick Baldwin Jr.
Washington Wizards ,1.0,2.6,40.7,0.1,0.3,28.6,0.2,0.3,57.1,1.0,2.3,42.3,0.915,0.42,Johnny Davis
Washington Wizards ,0.8,1.6,48.9,0.1,0.4,25.0,0.4,0.6,75.0,0.7,1.2,57.1,1.298,0.52,Anthony Gill
Washington Wizards ,0.5,2.0,25.0,0.2,1.3,12.5,0.0,0.0,0.0,0.3,0.7,50.0,0.583,0.29,Jules Bernard
Washington Wizards ,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,50.0,1.000,0.50,Hamidou Diallo
Washington Wizards ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.00,Trey Jemison C
